epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,18925.5,0.7441,0.42887,0.90288,0.86466,0.81384,0.87383,0.70271,0.88809,0.57835,0.97297,0.0054955,0.0054955,0.0054955
184,19021.5,0.74558,0.42891,0.90688,0.86453,0.81377,0.87372,0.70315,0.88775,0.57839,0.97294,0.00547075,0.00547075,0.00547075
185,19119.1,0.74439,0.42583,0.90749,0.86425,0.81354,0.87371,0.70351,0.88744,0.57892,0.97287,0.005446,0.005446,0.005446
186,19219.5,0.74035,0.42938,0.90592,0.86398,0.81323,0.87358,0.70339,0.88714,0.57883,0.97279,0.00542125,0.00542125,0.00542125
187,19321.1,0.74041,0.42771,0.90281,0.86496,0.81244,0.8737,0.70403,0.88673,0.57907,0.9728,0.0053965,0.0053965,0.0053965
188,19420.2,0.73324,0.4267,0.90607,0.86549,0.8118,0.87387,0.70413,0.88625,0.57915,0.97269,0.00537175,0.00537175,0.00537175
189,19521.5,0.73725,0.42185,0.90122,0.86249,0.815,0.8739,0.70394,0.88587,0.57884,0.97259,0.005347,0.005347,0.005347
190,19621.8,0.736,0.42395,0.90338,0.86212,0.81515,0.87376,0.70359,0.88557,0.57825,0.97251,0.00532225,0.00532225,0.00532225
191,19722.2,0.73928,0.42898,0.90321,0.86203,0.81492,0.87373,0.7037,0.88515,0.57864,0.97235,0.0052975,0.0052975,0.0052975
192,19820.4,0.72785,0.41868,0.90057,0.86193,0.8152,0.87386,0.70416,0.88477,0.57825,0.97222,0.00527275,0.00527275,0.00527275
193,19917.3,0.72844,0.4191,0.89784,0.86193,0.81508,0.87383,0.70438,0.88448,0.57828,0.97221,0.005248,0.005248,0.005248
194,20018.7,0.73132,0.4199,0.90378,0.86183,0.81506,0.87425,0.70477,0.88387,0.57834,0.97213,0.00522325,0.00522325,0.00522325
195,20116.9,0.72755,0.42282,0.9019,0.85949,0.81554,0.87446,0.70513,0.88345,0.57774,0.97201,0.0051985,0.0051985,0.0051985
196,20217,0.72944,0.42064,0.90162,0.86272,0.8147,0.875,0.70544,0.88266,0.57768,0.97176,0.00517375,0.00517375,0.00517375
197,20311.4,0.72715,0.42022,0.90206,0.86193,0.81497,0.8751,0.70579,0.8824,0.57767,0.97174,0.005149,0.005149,0.005149
198,20408.7,0.72775,0.41848,0.90226,0.86169,0.81506,0.87484,0.70528,0.8821,0.5776,0.97175,0.00512425,0.00512425,0.00512425
199,20506.8,0.71963,0.41213,0.89785,0.86183,0.81433,0.87524,0.70597,0.88184,0.5779,0.97175,0.0050995,0.0050995,0.0050995
200,20605.6,0.71704,0.41373,0.89853,0.86143,0.81457,0.87507,0.70587,0.88128,0.57779,0.97169,0.00507475,0.00507475,0.00507475
201,20700.3,0.72103,0.4144,0.90158,0.86125,0.81638,0.87558,0.7068,0.88099,0.57794,0.9716,0.00505,0.00505,0.00505
202,20800,0.72295,0.41895,0.89995,0.85987,0.8172,0.87532,0.70707,0.88071,0.57766,0.97159,0.00502525,0.00502525,0.00502525
203,20900.6,0.71984,0.41639,0.89655,0.8632,0.81461,0.87567,0.70789,0.88021,0.5779,0.97153,0.0050005,0.0050005,0.0050005
204,21002.4,0.71375,0.41025,0.89631,0.86178,0.81538,0.87528,0.70795,0.87987,0.57799,0.97144,0.00497575,0.00497575,0.00497575
205,21102.8,0.71859,0.4112,0.8979,0.86145,0.81556,0.8755,0.70751,0.87942,0.57808,0.97139,0.004951,0.004951,0.004951
206,21200.5,0.70582,0.40945,0.89596,0.8613,0.81545,0.87553,0.70755,0.87896,0.57795,0.97141,0.00492625,0.00492625,0.00492625
207,21297.4,0.70953,0.41119,0.89322,0.86321,0.81401,0.87568,0.70783,0.87875,0.57833,0.97138,0.0049015,0.0049015,0.0049015
208,21400.4,0.70796,0.40957,0.8964,0.86194,0.81483,0.87577,0.7078,0.87819,0.57832,0.97132,0.00487675,0.00487675,0.00487675
209,21499.5,0.71087,0.41081,0.89716,0.86206,0.81497,0.87553,0.7083,0.87804,0.57843,0.97128,0.004852,0.004852,0.004852
210,21598.1,0.70602,0.40926,0.89322,0.86277,0.81493,0.87542,0.70829,0.87775,0.5784,0.9713,0.00482725,0.00482725,0.00482725
211,21695.7,0.70143,0.40467,0.89172,0.8629,0.81522,0.87528,0.70795,0.87738,0.57891,0.9712,0.0048025,0.0048025,0.0048025
212,21796.2,0.69643,0.40102,0.89033,0.8623,0.81517,0.87514,0.70864,0.87696,0.5789,0.97109,0.00477775,0.00477775,0.00477775
213,21898.9,0.69811,0.40203,0.89281,0.86213,0.81576,0.87526,0.7083,0.8767,0.57912,0.97102,0.004753,0.004753,0.004753
214,21998.8,0.70026,0.40784,0.89286,0.85755,0.81942,0.87534,0.70858,0.87622,0.57896,0.97094,0.00472825,0.00472825,0.00472825
215,22099.8,0.69821,0.40293,0.89424,0.85742,0.81952,0.87505,0.70849,0.87597,0.57893,0.9708,0.0047035,0.0047035,0.0047035
216,22201,0.70026,0.40303,0.89037,0.85692,0.81995,0.87522,0.70871,0.87579,0.57898,0.97083,0.00467875,0.00467875,0.00467875
217,22302.8,0.70276,0.40508,0.89521,0.85669,0.82027,0.87533,0.70894,0.87552,0.57884,0.97079,0.004654,0.004654,0.004654
218,22458.8,0.69094,0.40484,0.89073,0.85582,0.8203,0.87534,0.70846,0.87511,0.57896,0.9707,0.00462925,0.00462925,0.00462925
219,22610.9,0.69003,0.40095,0.88886,0.85276,0.82489,0.87531,0.70889,0.87474,0.57885,0.97063,0.0046045,0.0046045,0.0046045
220,22754.7,0.6941,0.39754,0.88939,0.85301,0.82467,0.87515,0.70892,0.8745,0.57895,0.97066,0.00457975,0.00457975,0.00457975
221,22912.6,0.69186,0.39776,0.89045,0.85483,0.82377,0.87517,0.70891,0.87421,0.57866,0.97058,0.004555,0.004555,0.004555
222,23023.5,0.69111,0.39454,0.89093,0.85282,0.82534,0.87533,0.70933,0.87396,0.57844,0.97044,0.00453025,0.00453025,0.00453025
223,23122.6,0.68958,0.39529,0.88987,0.85215,0.82534,0.87543,0.70936,0.87372,0.57825,0.97036,0.0045055,0.0045055,0.0045055
224,23223.9,0.68676,0.39564,0.88819,0.85203,0.82588,0.87528,0.70912,0.87338,0.57851,0.97028,0.00448075,0.00448075,0.00448075
225,23325.4,0.67987,0.39606,0.88762,0.85153,0.82612,0.87559,0.70807,0.87315,0.5782,0.97018,0.004456,0.004456,0.004456
226,23426,0.6792,0.39442,0.88487,0.85084,0.82691,0.87579,0.70861,0.87299,0.57842,0.97019,0.00443125,0.00443125,0.00443125
227,23520.4,0.68196,0.39108,0.88752,0.85103,0.82703,0.87562,0.70862,0.87264,0.57836,0.97007,0.0044065,0.0044065,0.0044065
228,23617.9,0.68817,0.39408,0.88773,0.85077,0.82759,0.87573,0.7094,0.87239,0.57861,0.97009,0.00438175,0.00438175,0.00438175
229,23716.7,0.67585,0.39251,0.8882,0.85009,0.82757,0.87576,0.70875,0.87219,0.5787,0.97005,0.004357,0.004357,0.004357
230,23814.6,0.68193,0.39443,0.88866,0.85006,0.8274,0.87573,0.70892,0.87182,0.57876,0.96989,0.00433225,0.00433225,0.00433225
231,23911.6,0.67837,0.38904,0.88636,0.85113,0.827,0.87554,0.70871,0.87143,0.57899,0.96984,0.0043075,0.0043075,0.0043075
232,24012.1,0.67787,0.3891,0.88614,0.85087,0.82676,0.87594,0.70919,0.87103,0.57855,0.96975,0.00428275,0.00428275,0.00428275
233,24110.4,0.673,0.38908,0.88626,0.85096,0.82759,0.87594,0.70933,0.87071,0.57854,0.9696,0.004258,0.004258,0.004258
234,24209.9,0.67187,0.39362,0.88609,0.85112,0.82745,0.87589,0.71018,0.87026,0.57848,0.96942,0.00423325,0.00423325,0.00423325
235,24310,0.67305,0.38701,0.88543,0.85157,0.82764,0.87611,0.71149,0.86992,0.57859,0.96942,0.0042085,0.0042085,0.0042085
236,24436.8,0.66793,0.38442,0.88449,0.85093,0.82685,0.87594,0.71139,0.86962,0.57885,0.96938,0.00418375,0.00418375,0.00418375
237,24533,0.67074,0.38562,0.88359,0.85149,0.82697,0.87576,0.7115,0.86933,0.57885,0.96925,0.004159,0.004159,0.004159
238,24629,0.66557,0.38594,0.88305,0.85151,0.82767,0.87628,0.71175,0.86892,0.57867,0.96915,0.00413425,0.00413425,0.00413425
239,24725.1,0.6643,0.38102,0.88194,0.85053,0.82884,0.87606,0.71176,0.86841,0.57841,0.96907,0.0041095,0.0041095,0.0041095
240,24822.3,0.66559,0.38402,0.88342,0.85017,0.82785,0.8763,0.71189,0.86821,0.5783,0.96911,0.00408475,0.00408475,0.00408475
241,24918,0.66362,0.38349,0.88325,0.85045,0.82849,0.87623,0.71172,0.86775,0.5784,0.96901,0.00406,0.00406,0.00406
242,25013.9,0.65321,0.37581,0.87921,0.85127,0.82822,0.87625,0.71208,0.86735,0.57854,0.96894,0.00403525,0.00403525,0.00403525
243,25110.4,0.66171,0.37853,0.88095,0.85065,0.82806,0.8764,0.71208,0.86691,0.57856,0.9688,0.0040105,0.0040105,0.0040105
244,25243.5,0.65723,0.37662,0.87915,0.85034,0.8288,0.87631,0.71208,0.86648,0.57864,0.96871,0.00398575,0.00398575,0.00398575
245,25396,0.65889,0.37489,0.8806,0.84972,0.82883,0.87602,0.71184,0.86621,0.57884,0.9686,0.003961,0.003961,0.003961
246,25509.6,0.65374,0.37714,0.87951,0.84926,0.82921,0.87616,0.71215,0.866,0.57898,0.96856,0.00393625,0.00393625,0.00393625
247,25632.9,0.65232,0.37695,0.87831,0.84902,0.82941,0.87625,0.71243,0.86578,0.57899,0.96854,0.0039115,0.0039115,0.0039115
248,25737.7,0.65134,0.37398,0.88126,0.849,0.8295,0.87632,0.71265,0.86556,0.57879,0.9685,0.00388675,0.00388675,0.00388675
249,25890.1,0.65399,0.37442,0.88099,0.84943,0.82977,0.87635,0.71287,0.8654,0.57912,0.96858,0.003862,0.003862,0.003862
250,26067.1,0.65565,0.37656,0.88135,0.85046,0.82948,0.8764,0.71375,0.86514,0.57943,0.96854,0.00383725,0.00383725,0.00383725
251,26220.7,0.64127,0.36844,0.87439,0.85025,0.82962,0.87629,0.7137,0.86487,0.5799,0.96859,0.0038125,0.0038125,0.0038125
252,26376.6,0.65103,0.37026,0.87777,0.83923,0.82994,0.87616,0.71345,0.86464,0.57986,0.96853,0.00378775,0.00378775,0.00378775
253,26528.8,0.64884,0.37418,0.87927,0.83859,0.83024,0.87618,0.71356,0.86422,0.57941,0.96833,0.003763,0.003763,0.003763
254,26679,0.64716,0.37021,0.87702,0.83989,0.82981,0.87632,0.7142,0.86378,0.57951,0.96822,0.00373825,0.00373825,0.00373825
255,26832,0.6396,0.3658,0.87532,0.83884,0.83372,0.87626,0.71443,0.86355,0.57936,0.96817,0.0037135,0.0037135,0.0037135
256,26975.1,0.63988,0.36706,0.87657,0.84155,0.82794,0.87629,0.71425,0.86307,0.57941,0.96805,0.00368875,0.00368875,0.00368875
257,27071.4,0.64248,0.37086,0.87524,0.85064,0.82923,0.87637,0.71432,0.86295,0.57953,0.96809,0.003664,0.003664,0.003664
258,27169.8,0.64127,0.36925,0.87736,0.85072,0.82882,0.87625,0.7142,0.86263,0.57978,0.96799,0.00363925,0.00363925,0.00363925
259,27267.8,0.63377,0.36533,0.87291,0.85103,0.82816,0.87619,0.71468,0.86236,0.57959,0.96795,0.0036145,0.0036145,0.0036145
260,27365.3,0.63452,0.36569,0.87206,0.85226,0.82701,0.87648,0.71466,0.86221,0.57993,0.96798,0.00358975,0.00358975,0.00358975
261,27462.7,0.63873,0.36887,0.87545,0.85422,0.82495,0.87629,0.71484,0.86184,0.57968,0.9679,0.003565,0.003565,0.003565
262,27558.3,0.62813,0.36167,0.8728,0.85498,0.82352,0.87623,0.7149,0.86147,0.5794,0.96778,0.00354025,0.00354025,0.00354025
263,27655,0.63755,0.36805,0.8773,0.85468,0.82401,0.87613,0.71462,0.86135,0.57961,0.96779,0.0035155,0.0035155,0.0035155
264,27758.3,0.63292,0.36135,0.873,0.85465,0.82439,0.87592,0.71495,0.86112,0.57936,0.96777,0.00349075,0.00349075,0.00349075
265,27857,0.62773,0.36056,0.87199,0.85488,0.81903,0.8758,0.71493,0.86094,0.57945,0.96775,0.003466,0.003466,0.003466
266,27954.9,0.62944,0.3637,0.87242,0.86002,0.81403,0.87584,0.715,0.86062,0.57963,0.96766,0.00344125,0.00344125,0.00344125
267,28051.6,0.62973,0.36225,0.87463,0.86026,0.81351,0.8757,0.71486,0.86015,0.57985,0.96757,0.0034165,0.0034165,0.0034165
268,28149.9,0.62586,0.36187,0.87288,0.86165,0.81216,0.87554,0.71459,0.85999,0.58008,0.96758,0.00339175,0.00339175,0.00339175
269,28245.2,0.62915,0.35988,0.87253,0.86189,0.81245,0.87576,0.71457,0.85971,0.58004,0.96759,0.003367,0.003367,0.003367
270,28343.1,0.61938,0.35632,0.87135,0.86287,0.81191,0.87593,0.71506,0.85933,0.58016,0.96746,0.00334225,0.00334225,0.00334225
271,28478.9,0.62493,0.36076,0.87059,0.86168,0.81283,0.87599,0.71529,0.85943,0.57999,0.9675,0.0033175,0.0033175,0.0033175
272,28651.4,0.62105,0.35587,0.87035,0.85932,0.81466,0.87595,0.71529,0.85925,0.5804,0.96752,0.00329275,0.00329275,0.00329275
273,28813.3,0.61944,0.35596,0.86757,0.85916,0.81448,0.87602,0.71534,0.85885,0.58013,0.96739,0.003268,0.003268,0.003268
274,28964.8,0.6218,0.35796,0.86964,0.86034,0.81365,0.87588,0.71543,0.85859,0.57974,0.96729,0.00324325,0.00324325,0.00324325
275,29116,0.61709,0.35406,0.87089,0.85938,0.81571,0.87582,0.7153,0.85844,0.57991,0.9672,0.0032185,0.0032185,0.0032185
276,29266.6,0.61542,0.34966,0.86913,0.85906,0.81552,0.87553,0.71509,0.85819,0.5798,0.96711,0.00319375,0.00319375,0.00319375
277,29417,0.60971,0.35053,0.86812,0.85932,0.81538,0.87578,0.71557,0.85792,0.57968,0.96704,0.003169,0.003169,0.003169
278,29569.3,0.61348,0.35413,0.86914,0.86003,0.815,0.87543,0.71529,0.8576,0.57966,0.96691,0.00314425,0.00314425,0.00314425
279,29721.9,0.60733,0.34975,0.86734,0.85942,0.81548,0.875,0.71488,0.85728,0.57985,0.96689,0.0031195,0.0031195,0.0031195
280,29892.6,0.61022,0.35147,0.86888,0.83981,0.83403,0.87523,0.71532,0.85708,0.57994,0.96686,0.00309475,0.00309475,0.00309475
281,30064.4,0.60665,0.34589,0.86701,0.83594,0.8393,0.87523,0.71559,0.85675,0.57984,0.96685,0.00307,0.00307,0.00307
282,30219.3,0.60342,0.34867,0.86583,0.83634,0.83961,0.87512,0.71569,0.85651,0.57982,0.96685,0.00304525,0.00304525,0.00304525
283,30370.4,0.60363,0.34802,0.86623,0.83575,0.84029,0.87513,0.71614,0.85627,0.57982,0.96679,0.0030205,0.0030205,0.0030205
284,30478.5,0.6053,0.35092,0.86674,0.83474,0.84026,0.87481,0.71619,0.85602,0.57969,0.96677,0.00299575,0.00299575,0.00299575
285,30616,0.60689,0.34852,0.86595,0.83462,0.84016,0.87492,0.71648,0.85558,0.57988,0.96672,0.002971,0.002971,0.002971
286,30765.4,0.6001,0.3424,0.8643,0.83537,0.83972,0.87489,0.7162,0.85537,0.57962,0.96666,0.00294625,0.00294625,0.00294625
287,30918.5,0.59889,0.34348,0.8635,0.83567,0.83884,0.87463,0.71611,0.85518,0.57992,0.96663,0.0029215,0.0029215,0.0029215
288,31073.5,0.60001,0.34432,0.86502,0.83541,0.83966,0.87498,0.71666,0.85502,0.58069,0.96663,0.00289675,0.00289675,0.00289675
289,31177.7,0.59852,0.34275,0.86477,0.83535,0.83865,0.87471,0.71652,0.85485,0.58042,0.96664,0.002872,0.002872,0.002872
290,31272.2,0.59301,0.33966,0.86257,0.83358,0.84051,0.87491,0.71669,0.85458,0.58032,0.96663,0.00284725,0.00284725,0.00284725
291,31367.2,0.59682,0.34364,0.86509,0.85591,0.81978,0.87506,0.71656,0.85419,0.58017,0.96659,0.0028225,0.0028225,0.0028225
292,31463.4,0.59333,0.34378,0.86347,0.85578,0.81803,0.87503,0.71677,0.85409,0.58007,0.96646,0.00279775,0.00279775,0.00279775
293,31558.3,0.59107,0.34066,0.86223,0.85207,0.82919,0.87514,0.71653,0.85372,0.57986,0.96641,0.002773,0.002773,0.002773
294,31652.2,0.59176,0.33955,0.86171,0.83348,0.83958,0.87495,0.71691,0.85355,0.58023,0.96645,0.00274825,0.00274825,0.00274825
295,31747,0.58561,0.33952,0.86286,0.85026,0.82259,0.87498,0.71706,0.85341,0.58067,0.96649,0.0027235,0.0027235,0.0027235
296,31845.3,0.59099,0.34131,0.8643,0.86924,0.80725,0.87488,0.71648,0.8532,0.58069,0.96652,0.00269875,0.00269875,0.00269875
297,31943.2,0.58569,0.33697,0.86246,0.86977,0.80728,0.87493,0.71715,0.85299,0.58075,0.96645,0.002674,0.002674,0.002674
298,32040,0.58758,0.33667,0.86221,0.87072,0.80602,0.87537,0.71708,0.85271,0.58105,0.96638,0.00264925,0.00264925,0.00264925
299,32138.9,0.57951,0.33345,0.85931,0.85187,0.82828,0.87564,0.71808,0.85224,0.58156,0.9663,0.0026245,0.0026245,0.0026245
300,32276.2,0.58084,0.3335,0.86036,0.85163,0.82801,0.87573,0.71851,0.85191,0.58188,0.96632,0.00259975,0.00259975,0.00259975
301,32415.5,0.58263,0.33639,0.86111,0.85274,0.82694,0.87554,0.7183,0.85156,0.58188,0.96626,0.002575,0.002575,0.002575
302,32509.7,0.5813,0.33472,0.86232,0.85364,0.82563,0.87558,0.71822,0.85109,0.58224,0.96617,0.00255025,0.00255025,0.00255025
303,32605.1,0.57612,0.32978,0.85896,0.85388,0.82482,0.87572,0.71845,0.85121,0.58238,0.9663,0.0025255,0.0025255,0.0025255
304,32697.2,0.57563,0.32978,0.85952,0.85416,0.82428,0.87582,0.7185,0.85099,0.58278,0.96628,0.00250075,0.00250075,0.00250075
305,32789.8,0.57817,0.33205,0.86042,0.85328,0.82465,0.87585,0.71858,0.85059,0.58281,0.96625,0.002476,0.002476,0.002476
306,32881.2,0.57655,0.32805,0.85948,0.83894,0.8387,0.87589,0.71838,0.85021,0.58276,0.9662,0.00245125,0.00245125,0.00245125
307,32973.1,0.57888,0.33395,0.86007,0.85735,0.81975,0.87608,0.71889,0.84992,0.58288,0.96605,0.0024265,0.0024265,0.0024265
308,33064.9,0.57543,0.33011,0.85931,0.86388,0.81434,0.87573,0.71853,0.84964,0.58294,0.96603,0.00240175,0.00240175,0.00240175
309,33157,0.57018,0.32976,0.85717,0.86296,0.81527,0.87586,0.7188,0.84959,0.58301,0.96603,0.002377,0.002377,0.002377
310,33250.7,0.56582,0.32599,0.85632,0.86306,0.81559,0.87596,0.71932,0.84931,0.58304,0.96604,0.00235225,0.00235225,0.00235225
311,33360.2,0.56827,0.32463,0.8559,0.86411,0.81455,0.87582,0.71956,0.84897,0.5833,0.96599,0.0023275,0.0023275,0.0023275
312,33526.5,0.56776,0.32594,0.85676,0.86589,0.81347,0.87547,0.71934,0.84885,0.58361,0.96599,0.00230275,0.00230275,0.00230275
313,33700.7,0.56875,0.32608,0.85694,0.8648,0.81475,0.87543,0.71953,0.8487,0.58363,0.96598,0.002278,0.002278,0.002278
314,33854.1,0.56662,0.32357,0.85658,0.86488,0.81481,0.87543,0.71914,0.8484,0.58408,0.96598,0.00225325,0.00225325,0.00225325
315,34006.6,0.56323,0.32368,0.85627,0.86461,0.81477,0.87536,0.71935,0.84803,0.58407,0.96593,0.0022285,0.0022285,0.0022285
316,34156.2,0.55927,0.32036,0.85442,0.86381,0.81563,0.87547,0.71962,0.84754,0.58419,0.96586,0.00220375,0.00220375,0.00220375
317,34308.3,0.55997,0.32235,0.8559,0.86445,0.81546,0.87551,0.71857,0.84733,0.58416,0.96583,0.002179,0.002179,0.002179
318,34460.1,0.55851,0.32039,0.85671,0.86432,0.81579,0.8757,0.71895,0.84705,0.58423,0.96576,0.00215425,0.00215425,0.00215425
319,34611.6,0.55774,0.32082,0.85355,0.86435,0.81484,0.87588,0.71893,0.84687,0.58472,0.9657,0.0021295,0.0021295,0.0021295
320,34749.7,0.55493,0.31855,0.8541,0.8653,0.81335,0.87565,0.71871,0.84656,0.58454,0.96571,0.00210475,0.00210475,0.00210475
321,34842.2,0.55489,0.31797,0.85382,0.86527,0.81363,0.87548,0.71869,0.84601,0.58468,0.96553,0.00208,0.00208,0.00208
322,34935.6,0.55223,0.31708,0.85357,0.86559,0.81337,0.87534,0.71868,0.84592,0.58455,0.9655,0.00205525,0.00205525,0.00205525
323,35028.7,0.5509,0.31803,0.85351,0.86799,0.81171,0.87525,0.71859,0.8455,0.58461,0.96542,0.0020305,0.0020305,0.0020305
324,35125.5,0.54984,0.31773,0.85279,0.8658,0.81395,0.87534,0.71848,0.84529,0.58467,0.96538,0.00200575,0.00200575,0.00200575
325,35220.4,0.54716,0.31762,0.85128,0.8703,0.81021,0.87546,0.71841,0.84514,0.58488,0.96537,0.001981,0.001981,0.001981
326,35316.4,0.54819,0.31649,0.85417,0.86732,0.81398,0.87541,0.71845,0.8449,0.58488,0.96533,0.00195625,0.00195625,0.00195625
327,35412.5,0.54529,0.31263,0.85045,0.87203,0.80836,0.87517,0.7183,0.84465,0.58482,0.96526,0.0019315,0.0019315,0.0019315
328,35512.5,0.5443,0.3114,0.85197,0.87186,0.80871,0.87525,0.71845,0.84441,0.5851,0.9653,0.00190675,0.00190675,0.00190675
329,35608.4,0.54352,0.31255,0.85296,0.87032,0.80963,0.87516,0.71851,0.84425,0.58568,0.96529,0.001882,0.001882,0.001882
330,35702.6,0.545,0.31329,0.84991,0.87041,0.81027,0.87502,0.7181,0.84413,0.58598,0.96529,0.00185725,0.00185725,0.00185725
331,35799,0.53874,0.3108,0.85005,0.86748,0.8141,0.87533,0.71842,0.84402,0.58616,0.96532,0.0018325,0.0018325,0.0018325
332,35893.6,0.5379,0.31058,0.85187,0.86841,0.81373,0.87548,0.71881,0.84377,0.58646,0.96529,0.00180775,0.00180775,0.00180775
333,35987,0.53766,0.3092,0.84927,0.87001,0.81271,0.87511,0.71875,0.84363,0.58652,0.96532,0.001783,0.001783,0.001783
334,36080.6,0.53648,0.30769,0.85076,0.87048,0.81297,0.87523,0.71902,0.8434,0.58696,0.96539,0.00175825,0.00175825,0.00175825
335,36175.9,0.53568,0.30835,0.84865,0.87039,0.81311,0.87515,0.71906,0.84317,0.58695,0.96536,0.0017335,0.0017335,0.0017335
336,36318.5,0.53296,0.30503,0.84825,0.87035,0.81274,0.87517,0.71907,0.84283,0.58709,0.96527,0.00170875,0.00170875,0.00170875
337,36417.3,0.53373,0.31034,0.84945,0.87022,0.81262,0.87508,0.71941,0.8427,0.58717,0.96527,0.001684,0.001684,0.001684
338,36519.2,0.52983,0.30699,0.84761,0.87035,0.81251,0.87515,0.71923,0.8424,0.58733,0.96516,0.00165925,0.00165925,0.00165925
339,36641.6,0.53163,0.3062,0.84924,0.87059,0.8123,0.87512,0.71993,0.8422,0.58759,0.96523,0.0016345,0.0016345,0.0016345
340,36743.1,0.52974,0.30403,0.84721,0.87076,0.81199,0.87522,0.72007,0.84198,0.58772,0.96516,0.00160975,0.00160975,0.00160975
341,36863.4,0.52724,0.30496,0.84769,0.87045,0.81329,0.87535,0.72065,0.84163,0.5878,0.96505,0.001585,0.001585,0.001585
342,36993.3,0.52543,0.30196,0.84508,0.8736,0.80917,0.87534,0.72046,0.84141,0.58789,0.96507,0.00156025,0.00156025,0.00156025
343,37104.2,0.52557,0.30139,0.84554,0.86941,0.81301,0.87533,0.7207,0.84134,0.58802,0.96515,0.0015355,0.0015355,0.0015355
344,37199.7,0.52717,0.30238,0.84793,0.86812,0.81384,0.87559,0.72097,0.84084,0.58823,0.96503,0.00151075,0.00151075,0.00151075
345,37299.8,0.524,0.30148,0.84691,0.87409,0.80775,0.87543,0.72083,0.8405,0.58828,0.96503,0.001486,0.001486,0.001486
346,37399,0.52041,0.30145,0.84521,0.86941,0.81262,0.87548,0.72131,0.84018,0.58884,0.96495,0.00146125,0.00146125,0.00146125
347,37521.9,0.51944,0.30022,0.84632,0.86855,0.81288,0.87554,0.72115,0.83989,0.58857,0.96487,0.0014365,0.0014365,0.0014365
348,37624.7,0.51943,0.29814,0.84389,0.87025,0.81297,0.8753,0.72119,0.83954,0.58877,0.96483,0.00141175,0.00141175,0.00141175
349,37724.7,0.51755,0.29689,0.84301,0.87052,0.81184,0.87526,0.72124,0.83944,0.58895,0.9648,0.001387,0.001387,0.001387
350,37823.5,0.51787,0.2964,0.84452,0.87084,0.81171,0.87544,0.72169,0.8393,0.5893,0.96481,0.00136225,0.00136225,0.00136225
351,37923.4,0.5122,0.29539,0.84404,0.87116,0.81156,0.87554,0.72154,0.83922,0.5898,0.9648,0.0013375,0.0013375,0.0013375
352,38024.2,0.51059,0.29655,0.84179,0.87159,0.81195,0.87543,0.72196,0.83896,0.58985,0.96478,0.00131275,0.00131275,0.00131275
353,38121.4,0.51307,0.29604,0.84558,0.8719,0.81196,0.87531,0.7218,0.83871,0.59003,0.96464,0.001288,0.001288,0.001288
354,38238.7,0.5137,0.29754,0.84488,0.87304,0.81066,0.87531,0.72151,0.83849,0.59013,0.96461,0.00126325,0.00126325,0.00126325
355,38347,0.50871,0.29426,0.84312,0.87124,0.81268,0.87524,0.72141,0.83819,0.59016,0.96461,0.0012385,0.0012385,0.0012385
356,38487.2,0.50683,0.29117,0.84354,0.87058,0.81279,0.87539,0.7214,0.83774,0.59008,0.96458,0.00121375,0.00121375,0.00121375
357,38637.9,0.50604,0.29198,0.84202,0.87004,0.81333,0.87541,0.72129,0.83761,0.59004,0.96461,0.001189,0.001189,0.001189
358,38808.6,0.50076,0.29023,0.84039,0.87201,0.81206,0.8754,0.72182,0.83723,0.58987,0.96457,0.00116425,0.00116425,0.00116425
359,38979.5,0.50407,0.28822,0.84412,0.87395,0.8083,0.87498,0.72153,0.83713,0.59018,0.96459,0.0011395,0.0011395,0.0011395
360,39077.2,0.50323,0.29362,0.8432,0.87622,0.80589,0.87491,0.7214,0.83683,0.59062,0.96457,0.00111475,0.00111475,0.00111475
361,39173.5,0.50274,0.29271,0.84403,0.87752,0.80532,0.87481,0.72136,0.83668,0.59108,0.9646,0.00109,0.00109,0.00109
362,39287.1,0.50179,0.28936,0.84198,0.87701,0.80543,0.87477,0.72157,0.83652,0.59115,0.96462,0.00106525,0.00106525,0.00106525
363,39393.7,0.49875,0.28745,0.83953,0.87667,0.80555,0.87436,0.72099,0.83625,0.5917,0.96461,0.0010405,0.0010405,0.0010405
364,39492.9,0.49596,0.28448,0.84125,0.87678,0.80544,0.87444,0.72135,0.83598,0.59207,0.96459,0.00101575,0.00101575,0.00101575
365,39620.4,0.49477,0.28514,0.84051,0.87466,0.80679,0.87402,0.72117,0.83586,0.59233,0.96467,0.000991,0.000991,0.000991
366,39746.1,0.49556,0.2875,0.83967,0.87305,0.80704,0.87421,0.72084,0.83564,0.59267,0.96463,0.00096625,0.00096625,0.00096625
367,39894.1,0.49409,0.28411,0.83682,0.87254,0.8072,0.87426,0.72135,0.83555,0.59286,0.96468,0.0009415,0.0009415,0.0009415
368,40032.1,0.49257,0.28462,0.84007,0.87249,0.80766,0.87414,0.72153,0.83547,0.59303,0.96464,0.00091675,0.00091675,0.00091675
369,40128.4,0.4931,0.28559,0.83964,0.87115,0.81052,0.87407,0.72093,0.83546,0.59326,0.96482,0.000892,0.000892,0.000892
