epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,40261.9,0.48992,0.28337,0.83858,0.87277,0.80762,0.87394,0.72132,0.8351,0.5931,0.96469,0.00086725,0.00086725,0.00086725
371,40405.3,0.49328,0.28311,0.83931,0.87204,0.8093,0.87322,0.72158,0.83507,0.59351,0.96478,0.0008425,0.0008425,0.0008425
372,40541.7,0.48549,0.28038,0.83967,0.8714,0.80949,0.87316,0.72164,0.83506,0.59405,0.96482,0.00081775,0.00081775,0.00081775
373,40686.2,0.48805,0.28192,0.83891,0.87091,0.80965,0.87273,0.72132,0.83499,0.59425,0.96486,0.000793,0.000793,0.000793
374,40817.5,0.4871,0.28058,0.83864,0.87056,0.80935,0.8727,0.72126,0.83489,0.59471,0.96491,0.00076825,0.00076825,0.00076825
375,40945.4,0.48428,0.28045,0.83863,0.87139,0.80883,0.87263,0.72108,0.83475,0.59515,0.96507,0.0007435,0.0007435,0.0007435
376,41073.3,0.48097,0.27655,0.83779,0.87169,0.80901,0.87277,0.72101,0.83477,0.59557,0.96517,0.00071875,0.00071875,0.00071875
377,41202.5,0.48108,0.27638,0.83793,0.87188,0.80911,0.87308,0.72126,0.83471,0.59582,0.9652,0.000694,0.000694,0.000694
378,41332.1,0.4794,0.2782,0.83656,0.87351,0.80677,0.87323,0.72132,0.83462,0.596,0.96518,0.00066925,0.00066925,0.00066925
379,41460,0.48009,0.27691,0.8365,0.87376,0.80668,0.87313,0.72104,0.83451,0.59623,0.96518,0.0006445,0.0006445,0.0006445
380,41601.9,0.47334,0.2739,0.83481,0.87343,0.8068,0.873,0.72095,0.83433,0.59674,0.96518,0.00061975,0.00061975,0.00061975
381,41747.1,0.47332,0.27272,0.83484,0.87315,0.80671,0.87303,0.72168,0.83421,0.59731,0.96521,0.000595,0.000595,0.000595
382,41876.9,0.4762,0.27619,0.83716,0.87292,0.80678,0.8728,0.7213,0.83415,0.59787,0.96532,0.00057025,0.00057025,0.00057025
383,42005.4,0.47341,0.27422,0.83676,0.8735,0.80659,0.8726,0.72136,0.83406,0.59837,0.96535,0.0005455,0.0005455,0.0005455
384,42134.6,0.47242,0.27287,0.83539,0.87374,0.80672,0.87274,0.72141,0.83397,0.59865,0.96544,0.00052075,0.00052075,0.00052075
385,42263.4,0.47416,0.27308,0.83507,0.87423,0.80673,0.87266,0.72169,0.83408,0.5986,0.96553,0.000496,0.000496,0.000496
386,42391.1,0.46971,0.27328,0.83617,0.87318,0.8069,0.87247,0.72082,0.83389,0.59895,0.96555,0.00047125,0.00047125,0.00047125
387,42519.1,0.46625,0.2704,0.83394,0.87307,0.80696,0.87232,0.72151,0.83398,0.5991,0.96566,0.0004465,0.0004465,0.0004465
388,42647.4,0.46795,0.27089,0.83407,0.87224,0.80631,0.87249,0.72162,0.83399,0.59928,0.96567,0.00042175,0.00042175,0.00042175
389,42774.9,0.46633,0.27103,0.83582,0.87204,0.8056,0.87247,0.72185,0.8339,0.60002,0.96565,0.000397,0.000397,0.000397
390,42917.4,0.46928,0.27012,0.8359,0.87194,0.80557,0.87248,0.72177,0.83391,0.6005,0.96576,0.00037225,0.00037225,0.00037225
391,43093.9,0.41698,0.21939,0.81039,0.87327,0.80521,0.87218,0.72198,0.83387,0.601,0.96581,0.0003475,0.0003475,0.0003475
392,43219.8,0.39907,0.21311,0.80761,0.87355,0.80324,0.87202,0.72088,0.83368,0.60142,0.96585,0.00032275,0.00032275,0.00032275
393,43345.6,0.39466,0.21159,0.80705,0.8749,0.80304,0.87211,0.72104,0.83365,0.60245,0.96592,0.000298,0.000298,0.000298
394,43471.3,0.38976,0.20916,0.80524,0.87567,0.80299,0.87167,0.72018,0.83344,0.60275,0.96598,0.00027325,0.00027325,0.00027325
395,43596.8,0.38526,0.20856,0.80348,0.87608,0.80325,0.87171,0.72018,0.83353,0.60321,0.96604,0.0002485,0.0002485,0.0002485
396,43722.2,0.3829,0.20679,0.80467,0.87599,0.80316,0.87119,0.71989,0.83341,0.60309,0.96613,0.00022375,0.00022375,0.00022375
397,43848.1,0.38214,0.20597,0.80596,0.87685,0.80194,0.87118,0.72022,0.83338,0.60323,0.96629,0.000199,0.000199,0.000199
398,43973.5,0.37806,0.20418,0.80402,0.87288,0.8062,0.87113,0.72089,0.83307,0.60291,0.96638,0.00017425,0.00017425,0.00017425
399,44099,0.3775,0.20361,0.80216,0.87863,0.80035,0.87112,0.72108,0.83297,0.60322,0.96645,0.0001495,0.0001495,0.0001495
400,44234.1,0.3773,0.20452,0.80443,0.87427,0.80339,0.87106,0.71933,0.83292,0.6032,0.96658,0.00012475,0.00012475,0.00012475
